ZE-Nr,ZE-Name,WKA-Name,WKA-Typ,ZE-Standort,ZE-Kanton,ZE-Status,Funktion: Turbinieren,Funktion: Pumpen,QTurbine [m3/sec],Inst. Turbinenleistung,"(""LTURBINE[MW]""/100)*""PROZ.ANTEILCH""",Max. Leistung ab Generator,"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""",Prod. ohne Umwälzbetrieb - W.,Prod. ohne Umwälzbetrieb - S.,Prod. ohne Umwälzbetrieb - J.,"(""PROD.OHNEUMWÄLZBETRIEB-J.""/100)*""PROZ.ANTEILCH""",QPumpe [m3/sec],Inst. Pumpenleistung,Leistungsaufnahme Motoren,Bedarf ohne Umwälzb. - W.,Bedarf ohne Umwälzb. - S.,Bedarf ohne Umwälzb. - J.,ZE-Erste Inbetriebnahme,ZE-Letzte Inbetriebnahme,ZE-Kote,Proz. Anteil CH,Kantonsanteil: Kanton Name (1),Kantonsanteil (1),Kantonsanteil: Kanton Name (2),Kantonsanteil (2),Kantonsanteil: Kanton Name (3),Kantonsanteil (3),Genutzte Gewässer - Name (1),Genutzte Gewässer - Name (2),Genutzte Gewässer - Name (3),Genutzte Gewässer - Name (4),Genutzte Gewässer - Name (5),Genutzte Gewässer - Name (6),Genutzte Gewässer - Name (7),"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""",Genutzte Gewässer - Name (8),Genutzte Gewässer - Name (9),Genutzte Gewässer - Name (10),Genutzte Gewässer - Name (11),Genutzte Gewässer - Name (12),Ersatzenergie: Richtung (1),Ersatzenergie: Partner (1),Ersatzenergie: Richtung (2),Ersatzenergie: Partner (2),Ersatzenergie: Richtung (3),Ersatzenergie: Partner (3),Ersatzenergie: Richtung (4),Ersatzenergie: Partner (4),Ersatzenergie: Richtung (5),Ersatzenergie: Partner (5),Ersatzenergie :Richtung (6),Ersatzenergie: Partner (6),Ersatzenergie: Richtung (7),Ersatzenergie: Partner (7),Ersatzenergie: Richtung (8),Ersatzenergie: Partner (8),Ersatzenergie: Richtung (9),Ersatzenergie: Partner (9),Ersatzenergie: Richtung (10),Ersatzenergie: Partner (10),Ersatzenergie: Richtung (11),Ersatzenergie: Partner (11),Ersatzenergie: Richtung (12),Ersatzenergie: Partner (12),Rechte - Name (1),Rechte - Endjahr (1),Rechte - Name (2),Rechte - Endjahr (2),Rechte - Name (3),Rechte - Endjahr (3),Rechte - Name (4),Rechte - Endjahr (4),Rechte - Name (5),Rechte - Endjahr (5),Rechte - Name (6),Rechte - Endjahr (6),Rechte - Name (7),Rechte - Endjahr (7),Rechte - Name (8),Rechte - Endjahr (8),Rechte - Name (9),Rechte - Endjahr (9),Rechte - Name (10),Rechte - Endjahr (10),Bemerkung (1),Bemerkung (2),Bemerkung (3),Bemerkung (4),Bemerkung (5),Bemerkung (6),Bemerkung (7),Bemerkung (8),Bemerkung (9),Bemerkung (10),ZE-Koordinaten unscharf (Ost),ZE-Koordinaten unscharf (Nord)
403000,Merlen,Murg (Merlen),S,"Murgtal, Merlen",St.Gallen,im Normalbetrieb,T,,0.75,0.41,0.41,0.4,0.4,0.53,1.39,1.92,1.92,0,0,0,0,0,0,1950,1950,1100.5,100,St.Gallen,100,,,,,Murgbach,Ober-Murgsee,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2055,,,,,,,,,,,,,,,,,,,- Rechtsgrundlage: Konzessionsverhandlungen im Gange            ,,,,,,,,,,733590,215040
403100,Plätz 1,Murg (Plätz 1),S,"Murgtal, Unter Plätz",St.Gallen,stillgelegt,T,,0.18,0.52,0.52,0.5,0.5,0.52,1.61,2.13,2.13,0,0,0,0,0,0,1935,1935,707.44,100,St.Gallen,100,,,,,Gsponbach,Murgbach,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2055,,,,,,,,,,,,,,,,,,,- Zentralen Plätz 1 und Plätz 2 in einem Gebäude            ,- Status der Zentrale: Zentrale Plätz 1 wird ab 1.1.1994 durch Zentrale Plätz (403150) ersetzt, ,stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt ,                                ,,,,,,734400,217460
403150,Plätz,Murg (Plätz),L,"Murgtal, Unter Plätz",St.Gallen,im Normalbetrieb,T,,2,6.5,6.5,6.4,6.4,5.3,18.4,23.7,23.7,0,0,0,0,0,0,1994,2003,706.69,100,St.Gallen,100,,,,,Murgbach,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2055,,,,,,,,,,,,,,,,,,,- Ersatz Zentralen Plätz 1 (403100) und Plätz 2 (403200) im Jahr 1994       ,,,,,,,,,,734320,217230
403200,Plätz 2,Murg (Plätz 2),S,"Murgtal, Unter Plätz",St.Gallen,stillgelegt,T,,0.7,2.3,2.3,2.2,2.2,2.75,7.85,10.6,10.6,0,0,0,0,0,0,1959,1959,707.54,100,St.Gallen,100,,,,,Murgbach,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2055,,,,,,,,,,,,,,,,,,,- Zentralen Plätz 1 und Plätz 2 in einem Gebäude            ,- Status der Zentrale: Zentrale Plätz 2 wird ab 1.1.1994 durch Zentrale Plätz (403150) ersetzt, ,stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt - stillgelegt,                                         ,,,,,,734400,217460
403300,Gödis,Murg (Gödis),L,"Murg, unterhalb Gödis",St.Gallen,im Normalbetrieb,T,,2,2.8,2.8,2.8,2.8,4.4,9,13.4,13.4,0,0,0,0,0,0,1909,1990,540.95,100,St.Gallen,100,,,,,Murgbach,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734800,219020
403400,"Säge, Murg",Murg (Säge),L,Murg,St.Gallen,im Normalbetrieb,T,,2.4,2.32,2.32,2.32,2.32,3.7,7.8,11.5,11.5,0,0,0,0,0,0,1836,1990,422,100,St.Gallen,100,,,,,Murgbach,,,,,,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2055,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,735140,219590
403500,Muslen,Muslen,L,"Amden, Muslen",St.Gallen,im Normalbetrieb,T,,1,1.63,1.63,1.58,1.58,1.3,2.4,3.7,3.7,0,0,0,0,0,0,1908,1982,423.7,100,St.Gallen,100,,,,,Muslenbach,Sellbach,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728720,222180
403600,Rütiberg (Obersee),Rütiberg (Obersee),L,Rütiberg / Näfels,Glarus,im Normalbetrieb,T,,0.8,0.89,0.89,0.93,0.93,1.5,3.2,4.7,4.7,0,0,0,0,0,0,1961,2007,827.5,100,Glarus,100,,,,,Auenbach,Obersee,Sulzbach,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2041,,,,,,,,,,,,,,,,,,,- Zentralen Rütiberg (Obersee) und Rütiberg (Brändbach) in  einem Gebäude     ,                                                 ,,,,,,,,,721370,217080
403700,Rütiberg (Brändbach),Rütiberg (Brändbach),L,Rütiberg / Näfels,Glarus,im Normalbetrieb,T,,0.38,0.85,0.85,0.8,0.8,1.3,2.5,3.8,3.8,0,0,0,0,0,0,1977,1977,827.5,100,Glarus,100,,,,,Brändbach,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2041,,,,,,,,,,,,,,,,,,,- Zentralen Rütiberg (Obersee) und Rütiberg (Brändbach) in einem Gebäude     ,                                                  ,,,,,,,,,721370,217080
403800,"Risi, Näfels",Risi,L,Näfels,Glarus,im Normalbetrieb,T,,1.4,4.5,4.5,4.2,4.2,6.6,12.1,18.7,18.7,0,0,0,0,0,0,1925,2011,444.7,100,Glarus,100,,,,,Auenbach,Brändbach,Obersee,Rütibergquelle,Sulzbach,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722840,217230
403900,Bleiche,Niederurnen,L,Niederurnen,Glarus,im Normalbetrieb,T,,0.65,2.22,2.22,2.1,2.1,2.2,4.6,6.8,6.8,0,0,0,0,0,0,1903,1980,512,100,Glarus,100,,,,,Bachbordquelle,Chriesbaumbrunnenquelle,Niederurner Dorfbach,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andere Rechtsgrundlage,9999,,,,,,,,,,,,,,,,,,,- Angaben beziehen sich auf Quell- und Bachwassersystem         ,,,,,,,,,,721670,220420
404000,Ziegelbrücke,Ziegelbrücke,L,Ziegelbrücke,Glarus,im Normalbetrieb,T,,10,0.58,0.58,0.58,0.58,1.1,2,3.1,3.1,0,0,0,0,0,0,1837,2011,412.9,100,Glarus,100,,,,,Chli Linthli,Dorfbach,Erlenkanal,Mühlebach,Rautibach,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,- Ersatz der Zentrale Ziegelbrücke 2 im Jahre 2011,,,,,,,,,,723220,221520
404050,"Uznaberg, Uznach","Uznaberg, Uznach",L,Uznach,St.Gallen,im Normalbetrieb,T,,0.94,0.51,0.51,0.46,0.46,0.95,0.95,1.9,1.9,0,0,0,0,0,0,2015,,424.5,100,St.Gallen,100,,,,,Ranzach,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715530,232260
404100,Rempen,Wägital (Rempen),U,"Vorderthal, Rempen",Schwyz,im Normalbetrieb,T,P,30,66.24,66.24,60,60,50,10,60,60,5,16,16,0,23,23,1926,2012,647.5,100,Schwyz,100,,,,,Wägitalersee,,,,,,,60,,,,,,A,Gemeindekorporation Innerthal,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2040,,,,,,,,,,,,,,,,,,,- Zentrale Rempen praktiziert Umwälzbetrieb                    ,,,,,,,,,,710670,221850
404200,Siebnen,Wägital (Siebnen),S,Siebnen,Schwyz,im Normalbetrieb,T,,32,51.52,51.52,48,48,40,20,60,60,0,0,0,0,0,0,1926,1984,451.6,100,Schwyz,100,,,,,Trepsenbach,Wägitaler Aa,Wägitalersee,,,,,48,,,,,,A,"Wirth & Co AG, Wangen",A,"Spital Lachen, Lachen",,,,,,,,,,,,,,,,,,,,,Konzession(en),2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710790,225550
404250,"Spreitenbach, Galgenen Kistler","Spreitenbach, Galgenen Kistler",L,"Galgenen, Vorauen",Schwyz,im Normalbetrieb,T,,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.9,0.9,0,0,0,0,0,0,1863,1985,460,100,Schwyz,100,,,,,Spreitenbach,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707550,226530
404300,Pilgersteg,Pilgersteg,L,Rüti,Zürich,im Normalbetrieb,T,,1.5,0.56,0.56,0.56,0.56,0.9,1.1,2,2,0,0,0,0,0,0,1920,2013,501,100,Zürich,100,,,,,Jona,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708480,236320
404400,Etzelwerk Altendorf,Etzelwerk,U,Altendorf,Schwyz,im Normalbetrieb,T,P,34,135,135,121,121,141,112,253,253,10,54,54,0,0,0,1937,1992,415.9,100,Zürich,40,Schwyz,48,Zug,12,Minster,Sihl,Sihlsee,,,,,121,,,,,,A,EKZ (Zentrale Waldhalde),A,Sihl Manegg Immobilien AG (Zent. Manegg),,,,,,,,,,,,,,,,,,,,,Konzession(en),2022,,,,,,,,,,,,,,,,,,,- Zentrale Etzelwerk Altendorf praktiziert Umwälzbetrieb          ,- Wasserkraftanteile: Hoheitsanteile nicht festgelegt;,  Annahme: Verteilung wie für Wasserzins ,- Übergangskonzession bis 2022         ,      ,,,,,,704140,227930
404500,Bäch,Bäch,L,Bäch,Schwyz,im Normalbetrieb,T,,0.5,0.3,0.3,0.3,0.3,0.58,0.46,1.04,1.04,0,0,0,0,0,0,1957,1957,410.8,100,Schwyz,100,,,,,Krebsbach,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andere Rechtsgrundlage,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697490,228510
404600,Schindellegi,Feusisberg,L,Schindellegi,Schwyz,im Normalbetrieb,T,,3.5,0.87,0.87,0.7,0.7,2.11,2.07,4.18,4.18,0,0,0,0,0,0,1869,1989,754,100,Schwyz,100,,,,,Sihl,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696600,225520
404700,Sihl-Höfe,Sihl-Höfe,L,Wollerau,Schwyz,im Normalbetrieb,T,,4,1.45,1.45,1.4,1.4,4.3,4.6,8.9,8.9,0,0,0,0,0,0,1961,1961,713.75,100,Schwyz,100,,,,,Sihl,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694280,225900
404800,Waldhalde,Waldhalde,L,Schönenberg,Zürich,im Normalbetrieb,T,,4.5,2.8,2.8,2.7,2.7,7.6,8.4,16,16,0,0,0,0,0,0,1895,1967,615.5,100,Zürich,55.41,Zug,44.59,,,Alp,Biber,Sihl,Teufenbachweier,,,,2.7,,,,,,B,Etzelwerk (Zentr. Etzelwerk Altendorf),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690190,226040
404900,Manegg,Manegg,L,Zürich,Zürich,im Normalbetrieb,T,,4.9,0.64,0.64,0.63,0.63,0.9,0.8,1.7,1.7,0,0,0,0,0,0,1860,1981,429.24,100,Zürich,100,,,,,Sihl,,,,,,,0.63,,,,,,B,EWAG (Zentrale Etzelwerk Altendorf),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681790,243660
405000,Letten,Letten,L,Zürich,Zürich,im Normalbetrieb,T,,100,5,5,4.26,4.26,9.19,12.44,21.63,21.63,0,0,0,0,0,0,1877,2004,408.1,100,Zürich,100,,,,,Limmat,Zürichsee,,,,,,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682580,249040
405100,Höngg,Höngg,L,Zürich,Zürich,im Normalbetrieb,T,,50,1.4,1.4,1.3,1.3,3.4,3.6,7,7,0,0,0,0,0,0,1898,1988,398.56,100,Zürich,100,,,,,Limmat,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679100,250600
405200,Dietikon,Dietikon,L,Dietikon,Zürich,im Normalbetrieb,T,,100,2.94,2.94,2.7,2.7,8.8,10.3,19.1,19.1,0,0,0,0,0,0,1933,1933,387.2,100,Zürich,100,,,,,Limmat,,,,,,,2.7,,,,,,B,EWZ (Zentrale Wettingen),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673160,251510
405250,Wettingen-Dotierzentrale,Wettingen-Dotieranlage,L,Wettingen,Aargau,im Normalbetrieb,T,,12,2.1,2.1,1.9,1.9,5,8.7,13.7,13.7,0,0,0,0,0,0,2007,2007,361.5,100,Zürich,19.3,Aargau,80.7,,,Limmat,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666570,256550
405300,Wettingen,Wettingen,L,Wettingen,Aargau,im Normalbetrieb,T,,133,25.35,25.35,24,24,59.3,73,132.3,132.3,0,0,0,0,0,0,1933,1964,363.6,100,Zürich,19.3,Aargau,80.7,,,Limmat,,,,,,,24,,,,,,A,EKZ  (Zentrale Dietikon),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666530,256630
405350,Aue-Dotierzentrale,Aue-Dotierzentrale,L,Baden,Aargau,im Normalbetrieb,T,,14,0.5,0.5,0.5,0.5,1.4,1.6,3,3,0,0,0,0,0,0,2013,,353.2,100,Aargau,100,,,,,Limmat,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665570,257890
405400,Aue,Aue,L,Baden,Aargau,im Normalbetrieb,T,,117,5.2,5.2,5,5,13,14.7,27.7,27.7,0,0,0,0,0,0,1909,2014,354.66,100,Aargau,100,,,,,Limmat,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665760,258100
405500,Kappelerhof,Kappelerhof,L,"Baden, Chappelerhof",Aargau,im Normalbetrieb,T,,140,7,7,6.6,6.6,19.4,22.2,41.6,41.6,0,0,0,0,0,0,1892,2006,342,100,Aargau,100,,,,,Limmat,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664380,259660
405550,Schiffmühle - Dotierzentrale,Schiffmühle - Dotierzentrale,L,"Untersiggenthal, Schiffmüli",Aargau,im Normalbetrieb,T,,14,0.38,0.38,0.38,0.38,0.9,1,1.9,1.9,0,0,0,0,0,0,2013,2013,335.15,100,Aargau,100,,,,,Limmat,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662630,259960
405600,Schiffmühle,Schiffmühle,L,"Untersiggenthal, Schiffmüli",Aargau,im Normalbetrieb,T,,95,3.3,3.3,2.6,2.6,7.7,8.3,16,16,0,0,0,0,0,0,1896,2013,340.96,100,Aargau,100,,,,,Limmat,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662270,260100
405650,Turgi,Turgi,L,Turgi,Aargau,im Normalbetrieb,T,,35,1,1,0.9,0.9,3.6,3.6,7.2,7.2,0,0,0,0,0,0,1902,1986,330.86,100,Aargau,100,,,,,Limmat,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661440,260910
405700,Gebenstorf,BAG Turgi,L,Turgi,Aargau,im Normalbetrieb,T,,24.8,0.9,0.9,0.88,0.88,3.3,3.4,6.7,6.7,0,0,0,0,0,0,1861,2000,331.69,100,Aargau,100,,,,,Limmat,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660420,261130
405800,"Stroppel, Untersiggenthal","Stroppel, Untersiggenthal",L,Untersiggenthal,Aargau,im Normalbetrieb,T,,33,0.8,0.8,0.71,0.71,2.6,2.5,5.1,5.1,0,0,0,0,0,0,1864,2010,332.45,100,Aargau,100,,,,,Limmat,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660400,261640
409975,"Rufi, Hätzingen","Rufi, Hätzingen",L,Hätzingen,Glarus,im Normalbetrieb,T,,20,1.06,1.06,1.06,1.06,1.65,3.05,4.7,4.7,0,0,0,0,0,0,2016,,558.95,100,Glarus,100,,,,,Linth,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721270,202100
500100,Altstafel,Aegina,S,"Ulrichen, Altstafel",Wallis,im Normalbetrieb,T,,2.8,9.67,9.67,9.2,9.2,16.8,4.8,21.6,21.6,0,0,0,0,0,0,1967,1967,1973.2,100,Wallis,100,,,,,Griessee,,,,,,,9.2,,,,,,A,RHOWAG (Zentrale Ernen),A,RHOWAG (Zentrale Mörel),,,,,,,,,,,,,,,,,,,,,Konzession(en),2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671500,146740
500125,Gletsch-Oberwald,Gletsch-Oberwald,L,"Oberwald, St. Niklaus",Wallis,im Bau,T,,5.7,14.3,14.3,14.01,14.01,14,27,41,41,0,0,0,0,0,0,2017,,1456,100,Wallis,100,,,,,Rotten,,,,,,,14.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2097,,,,,,,,,,,,,,,,,,,- Die geplante Inbetriebnahme erfolgt im Jahre 2017,,,,,,,,,,670660,154830
500150,Ulrichen,KW Ulrichen,L,"Ulrichen, zum Loch",Wallis,im Normalbetrieb,T,,1.1,2.35,2.35,2.35,2.35,1.3,7.2,8.5,8.5,0,0,0,0,0,0,2014,,1360.5,100,Wallis,100,,,,,Ägene,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667540,150580
500200,Merezenbach,Merezenbach,L,"Münster, Moos ",Wallis,im Normalbetrieb,T,,0.5,1.99,1.99,1.89,1.89,2.5,6.8,9.3,9.3,0,0,0,0,0,0,1959,1959,1337.2,100,Wallis,100,,,,,Merezenbach,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664400,148610
500225,"Niderbach, Münster-Geschinen",Kraftwerk Niderbach,L,"Wiler, Münster-Geschinen",Wallis,im Normalbetrieb,T,,0.15,0.86,0.86,0.8,0.8,0.46,2.62,3.08,3.08,0,0,0,0,0,0,2016,,1387,100,Wallis,100,,,,,Niderbach,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665430,150520
500250,Wannebode,Blinne,L,Reckingen,Wallis,im Normalbetrieb,T,,1.6,2.13,2.13,1.9,1.9,1.6,6.4,8,8,0,0,0,0,0,0,1990,2012,1362,100,Wallis,100,,,,,Blinne,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662580,146320
500275,"Walibach, Grafschaft",Kraftwerk Walibach,L,Grafschaft,Wallis,im Normalbetrieb,T,,0.53,3.64,3.64,3.64,3.64,2.4,9.7,12.1,12.1,0,0,0,0,0,0,2013,,1291,100,Wallis,100,,,,,Walibach,,,,,,,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2093,,,,,,,,,,,,,,,,,,,- Hoheitsberechtigt über den genutzten Walibach ist einzig die Gemeinde Grafschaft. Es gibt im Kanton Wallis keinen,   Kantonsanteil an den Seitenzuflüssen der Rhone.,,,,,,,,,659660,144830
500300,Rappental,Rappental,L,Rappental,Wallis,im Normalbetrieb,T,,2,1.2,1.2,1.1,1.1,0.6,2.4,3,3,0,0,0,0,0,0,1965,2003,1725,100,Wallis,100,,,,,Binna,Feldbach,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656880,138400
500400,Neubrigg,Neubrigg,L,Neubrigg,Wallis,im Normalbetrieb,T,,4.5,26,26,25,25,22,68,90,90,0,0,0,0,0,0,1965,2003,1007,100,Wallis,100,,,,,Binna,Feldbach,Mühlebach,,,,,25,,,,,,A,RHOWAG (Zentrale Ernen),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653500,138550
500500,Fieschertal,Fieschertal,L,Fieschertal,Wallis,im Normalbetrieb,T,,15,64,64,64,64,13,129,142,142,0,0,0,0,0,0,1975,1999,1124,100,Wallis,100,,,,,Wysswasser,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654000,141880
500550,Fiesch,Fiesch,L,Fiesch,Wallis,im Normalbetrieb,T,,10,3.1,3.1,2.8,2.8,1.6,6.6,8.2,8.2,0,0,0,0,0,0,2012,2012,1001,100,Wallis,100,,,,,Wysswasser,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verfügungsrecht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653490,138580
500600,Ernen,Ernen,L,Niederernen,Wallis,im Normalbetrieb,T,,13,33,33,32,32,55.2,127.5,182.7,182.7,0,0,0,0,0,0,1954,1954,998.35,100,Wallis,100,,,,,Binna,Rhône,,,,,,32,,,,,,B,Aegina     (Zentrale Altstafel),B,GKW        (Zentrale Neubrigg),B,KWO        (Zentrale Handeck 1),,,,,,,,,,,,,,,,,,,Konzession(en),2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653190,137990
500700,Saflisch,Saflisch,L,"Heiligkreuz, Längtal",Wallis,im Normalbetrieb,T,,0.5,1.25,1.25,1.2,1.2,2,4.3,6.3,6.3,0,0,0,0,0,0,1969,2005,1436,100,Wallis,100,,,,,Saflischbach,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656580,132650
500800,Heiligkreuz,Heiligkreuz,L,Heiligkreuz,Wallis,im Normalbetrieb,T,,7.1,41,41,41,41,9,47.4,56.4,56.4,0,0,0,0,0,0,1971,1989,1410,100,Wallis,100,,,,,Fleschbach,Gischibach,Kriegalpwasser,Kummenwasser,Rämibach,Saflischbach,Wannibach,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656700,133180
500900,Aletsch,Aletsch,L,Mörel,Wallis,im Normalbetrieb,T,,7,35.3,35.3,35.3,35.3,16,111.5,127.5,127.5,0,0,0,0,0,0,1951,1965,744,100,Wallis,100,,,,,Massa,,,,,,,35.3,,,,,,B,Electra-Massa AG (Zentr. Bitsch (Biel)),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2045,,,,,,,,,,,,,,,,,,,- Die Ausbauwassermenge von 7 m3/s wird aufgrund einer Teilungsregelung mit der Electra-Massa AG erst bei einem          ,  Massa-Dargebot von 16.25 m3/s erreicht       ,                          ,,,,,,,,646500,133800
501000,Mörel,Mörel,L,Mörel,Wallis,im Normalbetrieb,T,,22,54.9,54.9,45,45,79.9,192.9,272.8,272.8,0,0,0,0,0,0,1943,1943,737.5,100,Wallis,100,,,,,Rhône,,,,,,,45,,,,,,B,Aegina (Zentrale Altstafel),B,KWO    (Zentrale Handeck 1),,,,,,,,,,,,,,,,,,,,,Konzession(en),2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646430,133600
